,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,86.51,67.04,55.45,56.05,80.83,60.34,60.11,63.36,94.81,73.91,71.12,76.76,104.38
Expenses,80.04,62.86,52.53,50.11,73.08,54.56,55.6,57.06,86.63,68.86,69.56,69.23,94.72
Operating Profit,6.47,4.18,2.92,5.94,7.75,5.78,4.51,6.3,8.18,5.05,1.56,7.53,9.66
OPM %,7.48,6.24,5.27,10.6,9.59,9.58,7.5,9.94,8.63,6.83,2.19,9.81,9.25
Other Income,0.02,2.96,0.26,0.08,0.05,0.07,0.12,0.07,0.02,0.13,1.68,0.04,0.17
Interest,1.94,2.44,2.25,1.91,2.02,2.28,2.08,1.7,1.59,2.02,1.0,2.0,1.97
Depreciation,0.74,0.73,0.74,0.73,0.74,0.74,0.76,0.83,0.84,0.88,1.12,1.16,1.2
Profit before tax,3.81,3.97,0.19,3.38,5.04,2.83,1.79,3.84,5.77,2.28,1.12,4.41,6.66
Tax %,24.67,24.43,205.26,27.51,22.82,41.7,50.84,27.86,29.98,21.93,42.86,27.66,27.78
Net Profit,2.87,2.99,-0.2,2.45,3.89,1.64,0.88,2.77,4.04,1.77,0.64,3.18,4.81
EPS in Rs,3.58,3.73,-0.25,3.06,4.86,2.05,1.1,3.46,5.04,2.21,0.8,3.97,6.01
