,2011-12-01,2012-12-01,2013-12-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,18,18,18,18,18,18,18,18,18,18,18,18,18
Reserves,362,417,460,486,509,569,627,606,592,871,839,697,744
Borrowings,131,67,89,110,170,209,104,265,224,98,52,35,32
Other Liabilities,83,136,281,215,229,254,305,233,222,326,323,513,294
Total Liabilities,594,638,847,828,925,1050,1053,1122,1055,1313,1232,1263,1088
Fixed Assets,129,124,136,217,241,219,214,200,365,369,343,309,302
CWIP,11,29,56,0,2,18,15,96,56,30,7,12,13
Investments,101,17,33,101,1,1,1,0,0,1,1,1,1
Other Assets,353,468,621,511,681,812,824,825,634,914,881,940,772
Total Assets,594,638,847,828,925,1050,1053,1122,1055,1313,1232,1263,1088
