,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,24,24,24,24,24,24,24,24,24,24,24,24,24
Reserves,2027,2347,2458,2621,3070,3718,4019,4437,4895,5603,6501,6770,6913
Borrowings,2710,2667,2910,2712,2124,1425,1113,1619,3032,3110,3950,4507,5064
Other Liabilities,1297,1434,1476,1645,1677,1843,1938,2029,2096,2609,2581,3216,3547
Total Liabilities,6058,6471,6869,7002,6894,7009,7093,8108,10047,11346,13056,14517,15548
Fixed Assets,4115,4594,4641,4876,4901,5183,5298,5376,6027,6957,7752,10174,10667
CWIP,528,157,354,263,147,120,175,853,1840,2355,3034,1987,2378
Investments,266,266,283,356,372,148,159,175,189,201,201,202,216
Other Assets,1149,1455,1590,1508,1475,1557,1461,1705,1991,1833,2069,2153,2286
Total Assets,6058,6471,6869,7002,6894,7009,7093,8108,10047,11346,13056,14517,15548
