,2011-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,17,17,17,17,17,17,17,17,17,17,17,17,17
Reserves,197,234,250,264,288,322,350,378,403,413,424,451,471
Borrowings,92,89,89,98,96,77,98,200,225,215,280,304,292
Other Liabilities,83,100,104,108,115,130,174,187,133,195,242,256,279
Total Liabilities,390,441,460,487,517,546,639,782,779,840,963,1028,1059
Fixed Assets,171,198,250,254,275,271,264,318,304,455,467,459,453
CWIP,1,48,6,12,10,12,48,103,166,14,13,13,19
Investments,0,0,0,0,0,0,1,0,0,0,0,11,11
Other Assets,218,195,204,221,232,262,326,360,309,371,482,545,576
Total Assets,390,441,460,487,517,546,639,782,779,840,963,1028,1059
