,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,74.53,74.59,74.72,74.83,74.83,74.87,74.87,74.87
FIIs,0.13,0.15,0.0,0.0,0.0,0.17,0.88,1.05
DIIs,0.01,0.61,0.05,0.05,0.24,0.24,0.58,0.58
Government,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
Public,25.33,24.64,25.23,25.12,24.93,24.72,23.66,23.49
No. of Shareholders,14307.0,16577.0,21050.0,21464.0,24517.0,28811.0,28725.0,28915.0
