,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,139.0,186.0,222.0,184.0,238.0,235.0,268.0,295.0,329.0,327.0,313.0,293.0,358.0
Expenses,127.0,169.0,202.0,174.0,225.0,222.0,251.0,276.0,302.0,312.0,294.0,273.0,327.0
Operating Profit,13.0,17.0,20.0,10.0,13.0,14.0,17.0,19.0,27.0,15.0,19.0,19.0,32.0
OPM %,9.0,9.0,9.0,5.0,5.0,6.0,6.0,6.0,8.0,4.0,6.0,7.0,9.0
Other Income,1.0,3.0,2.0,5.0,4.0,2.0,4.0,4.0,3.0,7.0,2.0,4.0,4.0
Interest,3.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0
Depreciation,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
Profit before tax,6.0,8.0,9.0,3.0,5.0,3.0,8.0,11.0,16.0,7.0,6.0,9.0,22.0
Tax %,26.0,20.0,29.0,36.0,28.0,27.0,19.0,29.0,26.0,25.0,25.0,22.0,25.0
Net Profit,5.0,6.0,7.0,2.0,3.0,2.0,7.0,8.0,12.0,5.0,4.0,7.0,17.0
EPS in Rs,0.54,0.7,0.76,0.23,0.39,0.24,0.78,0.89,1.4,0.61,0.51,0.83,1.91
