,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,41,41,41,45,45,45,45,49,49,49,49,49,49
Reserves,714,865,1044,1356,1706,1919,1916,2235,2282,2623,2799,3347,3715
Borrowings,2141,2703,2705,2975,2900,5655,5811,5758,5549,4801,5220,4882,4442
Other Liabilities,2245,1953,2253,2528,2401,2776,2762,3227,3333,3467,4092,4061,4681
Total Liabilities,5140,5563,6043,6904,7052,10395,10535,11269,11213,10940,12161,12339,12887
Fixed Assets,1870,2714,2690,2701,3747,5794,6142,6228,6382,6242,6429,6467,6450
CWIP,765,76,177,830,106,326,309,270,284,299,106,195,447
Investments,101,104,115,140,160,73,128,131,140,147,133,144,137
Other Assets,2405,2668,3060,3232,3039,4202,3956,4640,4407,4252,5493,5533,5854
Total Assets,5140,5563,6043,6904,7052,10395,10535,11269,11213,10940,12161,12339,12887
