,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0
Expenses,0.01,0.10,0.10,0.07,0.08,0.08,0.09,0.10,0.10,0.10,0.10,0.12,0.11
Operating Profit,-0.01,-0.10,-0.10,-0.07,-0.08,-0.08,-0.09,-0.10,-0.10,-0.10,-0.10,-0.12,-0.11
OPM %,,,,,,,,,,,,,
Other Income,0.04,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.04,0.01,0.0
Interest,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0
Depreciation,0.00,0.05,0.05,0.02,0.02,0.02,0.02,0.01,0.00,0.00,0.00,0.00,0.0
Profit before tax,0.03,-0.13,-0.13,-0.07,-0.08,-0.08,-0.09,-0.09,-0.09,-0.09,-0.06,-0.11,-0.11
Tax %,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Net Profit,0.03,-0.13,-0.12,-0.07,-0.08,-0.08,-0.09,-0.09,-0.09,-0.09,-0.06,-0.11,-0.11
EPS in Rs,0.08,-0.36,-0.33,-0.19,-0.22,-0.22,-0.25,-0.25,-0.25,-0.25,-0.17,-0.31,-0.31
