,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,37.33,31.51,36.96,19.14,28.06,28.75,40.38,20.93,29.2,31.95,35.16,21.25,24.31
Expenses,36.14,30.49,37.88,18.09,27.16,27.34,29.73,20.75,28.31,28.87,31.93,20.23,23.87
Operating Profit,1.19,1.02,-0.92,1.05,0.9,1.41,10.65,0.18,0.89,3.08,3.23,1.02,0.44
OPM %,3.19,3.24,-2.49,5.49,3.21,4.9,26.37,0.86,3.05,9.64,9.19,4.8,1.81
Other Income,1.22,1.25,2.85,0.68,1.35,0.46,-1.8,-0.0,2.76,0.72,1.88,0.01,0.49
Interest,1.8,1.79,2.02,1.75,1.74,1.54,5.81,1.83,1.74,1.76,2.51,2.06,2.09
Depreciation,0.93,0.93,-0.31,0.79,0.79,0.79,0.9,0.82,0.82,0.82,-0.6,0.46,0.46
Profit before tax,-0.32,-0.45,0.22,-0.81,-0.28,-0.46,2.14,-2.47,1.09,1.22,3.2,-1.49,-1.62
Tax %,-0.0,-0.0,-1513.64,100.0,289.29,176.09,29.44,18.22,-0.0,-36.89,44.69,-8.72,8.02
Net Profit,-0.32,-0.45,3.55,-0.0,0.53,0.35,1.52,-2.02,1.1,1.67,1.78,-1.62,-1.49
EPS in Rs,-0.19,-0.26,2.07,-0.0,0.31,0.2,0.88,-1.18,0.64,0.97,1.04,-0.94,-0.87
