,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,342.05,0.21,0.2,0.26,0.34,0.26,0.4,0.34,0.4,0.36,0.42,0.00,0.00
Expenses,264.47,1.86,6.82,1.09,1.24,0.92,1.26,1.17,1.2,1.02,145.85,0.57,0.58
Operating Profit,77.58,-1.65,-6.62,-0.83,-0.9,-0.66,-0.86,-0.83,-0.8,-0.66,-145.43,-0.57,-0.58
OPM %,22.68,-785.71,-3310.0,-319.23,-264.71,-253.85,-215.0,-244.12,-200.0,-183.33,-34626.19,,
Other Income,134.0,-76.82,407.38,0.97,0.97,1.81,181.56,0.0,0.0,0.03,0.82,0.01,0.00
Interest,48.61,0.78,0.77,0.84,0.83,0.85,0.85,0.91,0.9,0.9,0.9,0.00,0.00
Depreciation,37.97,0.11,0.11,0.09,0.07,0.07,0.02,0.06,0.06,0.08,0.02,0.00,0.00
Profit before tax,125.0,-79.36,399.88,-0.79,-0.83,0.23,179.83,-1.8,-1.76,-1.61,-145.53,-0.56,-0.58
Tax %,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00
Net Profit,124.93,-79.36,399.88,-0.79,-0.83,0.23,179.83,-1.8,-1.76,-1.61,-145.53,-0.56,-0.58
EPS in Rs,39.85,-25.3,131.64,-0.25,-0.26,0.07,57.33,-0.57,-0.56,-0.51,-46.4,-0.18,-0.18
