,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,62.32,62.37,67.4,67.37
FIIs,0.07,0.0,1.14,1.07
Government,0.26,0.27,0.0,0.0
Public,37.35,37.36,31.46,31.56
No. of Shareholders,3881.0,18885.0,15520.0,16026.0
