,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,62.32,62.33,62.33,62.35,62.37,63.88,67.39,67.4,67.4,67.37,67.37
FIIs,0.07,0.0,0.0,0.0,0.0,0.67,1.15,1.15,1.14,1.13,1.07
Government,0.26,0.26,0.26,0.27,0.27,0.29,0.0,0.0,0.0,0.0,0.0
Public,37.35,37.42,37.41,37.38,37.36,35.16,31.45,31.46,31.46,31.52,31.56
No. of Shareholders,3881.0,10785.0,18499.0,17922.0,18885.0,14950.0,14568.0,15718.0,15520.0,15172.0,16026.0
