,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.57,0.13,0.13,0.15,0.2,0.01,0.06,0.05,0.00,0.01,0.01,0.01,0.0
Expenses,1.17,1.42,1.3,1.47,1.66,1.09,1.21,1.24,1.26,1.12,1.35,1.63,1.58
Operating Profit,-0.6,-1.29,-1.17,-1.32,-1.46,-1.08,-1.15,-1.19,-1.26,-1.11,-1.34,-1.62,-1.58
OPM %,-105.26,-992.31,-900.0,-880.0,-730.0,-10800.0,-1916.67,-2380.0,,-11100.0,-13400.0,-16200.0,
Other Income,1.27,7.36,10.59,1.58,1.68,1.69,1.78,2.13,2.24,2.34,2.48,2.57,2.86
Interest,0.04,0.18,0.01,0.01,0.0,0.0,0.06,0.25,0.17,0.16,0.09,0.08,0.08
Depreciation,0.28,0.37,0.37,0.81,0.79,0.57,0.56,0.55,0.53,0.52,0.52,0.52,0.52
Profit before tax,0.35,5.52,9.04,-0.56,-0.57,0.04,0.01,0.14,0.28,0.55,0.53,0.35,0.68
Tax %,11.43,21.01,34.85,0.0,-31.58,200.0,800.0,92.86,207.14,43.64,64.15,60.0,
Net Profit,0.31,4.35,5.89,-0.56,-0.76,-0.04,-0.08,0.01,-0.30,0.31,0.19,0.14,0.32
EPS in Rs,0.73,10.26,13.89,-1.32,-1.79,-0.09,-0.19,0.02,-0.71,0.73,0.45,0.33,0.76
