,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,168.35,168.9,187.15,153.59,173.25,0.00,69.3,0.00,0.00,0.00,0.00,0.00,0.00
Expenses,134.19,134.81,142.08,140.52,144.59,0.16,25.59,0.21,0.14,0.65,1.24,1.03,0.93
Operating Profit,34.16,34.09,45.07,13.07,28.66,-0.16,43.71,-0.21,-0.14,-0.65,-1.24,-1.03,-0.93
OPM %,20.29,20.18,24.08,8.51,16.54,,63.07,,,,,,
Other Income,2.33,3.16,7.71,18.84,6.25,-38.11,-21.89,0.00,0.00,1.03,1.49,1.51,1.49
Interest,34.45,32.23,28.43,30.03,31.13,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
Depreciation,47.72,43.79,44.03,43.98,44.03,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
Profit before tax,-45.68,-38.77,-19.68,-42.1,-40.25,-38.27,21.82,-0.21,-0.14,0.38,0.25,0.48,0.56
Tax %,95.8,51.59,141.87,10.81,13.07,0.00,0.0,0.00,0.00,0.00,0.00,0.00,17.86
Net Profit,-1.91,-18.77,8.24,-37.55,-34.99,-38.27,21.82,-0.21,-0.14,0.38,0.25,0.48,0.46
EPS in Rs,-0.57,-5.57,2.45,-11.14,-10.38,-11.36,6.47,-0.06,-0.04,0.11,0.07,0.14,0.14
