,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,29.0,207,93,215,2,1,6,2,4
Inventory Days,8524.0,,,,9212,,,,
Days Payable,4159.0,,,,873,,,,
Cash Conversion Cycle,4395.0,207,93,215,8341,1,6,2,4
Working Capital Days,449.0,461,568,730,328,441,955,307,472
ROCE %,,18,16,16,15,19,8,11,9
