,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,4,6,6,12,12,12
Reserves,1,10,12,10,18,23
Borrowings,19,19,17,18,26,32
Other Liabilities,32,35,37,61,84,101
Total Liabilities,55,70,73,102,140,168
Fixed Assets,1,1,1,2,1,1
CWIP,0,0,0,0,0,0
Investments,0,0,0,0,0,0
Other Assets,54,69,72,100,139,167
Total Assets,55,70,73,102,140,168
