,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,35.0,44.0,55.0,53.0,77.0,79.0,93.0,116.0,121.0,120.0,120.0,119.0,102.0
Expenses,27.0,34.0,44.0,41.0,59.0,62.0,75.0,92.0,93.0,89.0,89.0,87.0,73.0
Operating Profit,7.0,9.0,11.0,12.0,18.0,17.0,18.0,24.0,28.0,31.0,31.0,32.0,29.0
OPM %,21.0,21.0,20.0,22.0,23.0,21.0,19.0,21.0,23.0,26.0,26.0,27.0,28.0
Other Income,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Interest,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
Depreciation,3.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0
Profit before tax,4.0,5.0,6.0,7.0,13.0,11.0,13.0,19.0,24.0,26.0,26.0,28.0,25.0
Tax %,16.0,20.0,31.0,26.0,25.0,26.0,26.0,25.0,25.0,25.0,26.0,27.0,25.0
Net Profit,4.0,4.0,4.0,5.0,10.0,9.0,10.0,14.0,18.0,19.0,20.0,20.0,19.0
EPS in Rs,1.73,1.87,2.19,2.61,4.85,4.22,4.76,6.99,8.68,9.53,9.65,10.02,9.18
