,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
FIIs,1.28,0.56,0.04,0.23,1.4,4.47,5.85,8.45
DIIs,0.06,0.16,0.06,0.05,0.06,0.05,0.04,0.04
Public,98.66,99.28,99.9,99.72,98.54,95.48,94.1,91.5
No. of Shareholders,24377.0,23681.0,21978.0,20721.0,19694.0,19538.0,18496.0,18320.0
