,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,128.73,2.76,20.91,12.26,8.35,7.97,10.49,4.21,10.55,5.39,6.07,6.36,6.75
Expenses,128.32,1.96,20.78,12.47,6.39,7.15,8.38,3.76,8.72,3.48,4.0,5.01,5.20
Operating Profit,0.41,0.80,0.13,-0.21,1.96,0.82,2.11,0.45,1.83,1.91,2.07,1.35,1.55
OPM %,0.32,28.99,0.62,-1.71,23.47,10.29,20.11,10.69,17.35,35.44,34.1,21.23,22.96
Other Income,0.02,0.02,0.00,0.50,0.07,0.27,0.10,1.79,0.08,0.25,1.14,0.0,0.28
Interest,0.16,0.13,0.00,0.00,0.41,0.04,0.31,0.33,0.25,0.04,0.0,0.0,0.08
Depreciation,0.05,0.05,0.08,0.06,0.03,0.02,0.01,0.00,0.0,0.0,0.25,0.16,0.14
Profit before tax,0.22,0.64,0.05,0.23,1.59,1.03,1.89,1.91,1.66,2.12,2.96,1.19,1.61
Tax %,54.55,35.94,60.00,47.83,32.70,35.92,21.16,25.13,7.83,33.49,24.32,-25.21,
Net Profit,0.10,0.40,0.02,0.13,1.07,0.66,1.49,1.41,1.53,1.41,2.24,1.49,1.24
EPS in Rs,,,,,,,,,10.63,9.79,15.56,10.35,8.61
