,2011-09-01,2012-09-01,2013-09-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,4,4,4,4,4,4,4,4,4,4,4,4,4
Reserves,101,113,124,143,156,173,190,208,230,255,282,311,327
Borrowings,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Liabilities,14,15,18,19,18,16,20,24,23,24,30,35,44
Total Liabilities,119,132,146,166,179,194,214,236,257,284,316,350,376
Fixed Assets,23,21,19,35,46,42,37,50,68,65,72,79,84
CWIP,0,10,17,8,1,1,10,23,12,12,7,4,23
Investments,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Assets,96,100,111,123,131,151,167,163,178,207,237,267,269
Total Assets,119,132,146,166,179,194,214,236,257,284,316,350,376
