,2021-03-01,2022-03-01,2023-03-01
Debtor Days,163.0,299,343
Inventory Days,,,
Days Payable,,,
Cash Conversion Cycle,163.0,299,343
Working Capital Days,484.0,666,1205
ROCE %,,17,1
