,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,5.46,6.38,8.95,8.76,9.07,12.38,16.01,16.72,19.57,27.32,31.37,29.04,25.14
Expenses,4.97,7.88,9.65,7.56,9.87,10.88,14.27,16.08,18.83,25.31,32.26,27.83,24.1
Operating Profit,0.49,-1.5,-0.7,1.2,-0.8,1.5,1.74,0.64,0.74,2.01,-0.89,1.21,1.04
OPM %,8.97,-23.51,-7.82,13.7,-8.82,12.12,10.87,3.83,3.78,7.36,-2.84,4.17,4.14
Other Income,0.62,0.18,47.01,0.0,0.08,39.41,124.0,1.49,0.04,0.0,0.06,20.12,0.03
Interest,0.03,0.03,0.05,0.03,0.02,0.62,2.49,0.02,0.05,0.1,-0.09,0.04,0.06
Depreciation,0.41,0.37,0.33,0.22,0.23,0.25,0.24,0.22,0.22,0.24,0.23,0.2,0.21
Profit before tax,0.67,-1.72,45.93,0.95,-0.97,40.04,123.01,1.89,0.51,1.67,-0.97,21.09,0.8
Tax %,0.0,0.0,-14.06,0.0,0.0,0.0,-0.39,0.0,0.0,0.0,109.28,0.28,0.0
Net Profit,0.66,-1.72,52.39,0.95,-0.97,40.04,123.49,1.89,0.5,1.67,0.08,21.02,0.8
EPS in Rs,0.04,-0.1,2.99,0.05,-0.06,2.29,7.06,0.11,0.03,0.1,0.0,1.2,0.05
