,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Reserves,5.68,5.7,5.71,5.7,5.71,5.75,5.76,6.71,6.76,6.27,6.29,6.37,6.28
Borrowings,0.34,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
Other Liabilities,0.11,0.07,0.05,0.06,0.07,0.09,0.14,1.71,7.24,4.44,5.32,0.8,0.9
Total Liabilities,20.13,19.77,19.76,19.76,19.78,19.84,19.9,25.42,28.0,24.71,25.61,21.17,21.18
Fixed Assets,0.23,0.18,0.13,0.07,0.05,0.03,2.53,2.81,3.46,0.01,0.01,0.0,0.0
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,2.88,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Assets,17.02,16.71,19.63,19.69,19.73,19.81,17.37,22.61,24.54,24.7,25.6,21.17,21.18
Total Assets,20.13,19.77,19.76,19.76,19.78,19.84,19.9,25.42,28.0,24.71,25.61,21.17,21.18
