,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,5.35,5.23,5.3,5.56,5.43,5.44,5.65,5.82,5.9,6.42,6.46,6.72,6.76
Expenses,1.37,1.58,1.34,1.34,1.29,1.48,2.26,1.84,1.74,2.24,3.0,2.35,2.05
Operating Profit,3.98,3.65,3.96,4.22,4.14,3.96,3.39,3.98,4.16,4.18,3.46,4.37,4.71
OPM %,74.39,69.79,74.72,75.9,76.24,72.79,60.0,68.38,70.51,65.11,53.56,65.03,69.67
Other Income,1.2,1.41,1.21,1.29,1.28,1.3,1.27,1.4,1.47,1.56,1.67,1.58,2.14
Interest,0.18,0.19,0.15,0.13,0.13,0.13,0.11,0.14,0.14,0.3,0.06,0.16,0.15
Depreciation,0.9,0.87,0.83,0.88,0.89,0.85,0.8,0.76,0.69,0.61,0.5,0.44,0.42
Profit before tax,4.1,4.0,4.19,4.5,4.4,4.28,3.75,4.48,4.8,4.83,4.57,5.35,6.28
Tax %,27.07,25.5,27.68,24.0,24.55,21.96,32.27,23.66,13.96,30.43,38.95,26.73,24.2
Net Profit,2.99,2.98,3.03,3.42,3.32,3.33,2.54,3.42,4.13,3.37,2.79,3.93,4.76
EPS in Rs,7.48,7.45,7.58,8.55,8.3,8.32,6.35,8.55,10.32,8.42,6.98,9.82,11.9
