,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.23,0.23,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32
Reserves,-4.7,-4.37,-4.46,-4.82,-6.88,-6.94,2.27,4.04,3.81,4.33,4.54,4.48,5.03
Borrowings,9.8,8.88,8.91,9.27,9.09,9.11,0.0,0.0,2.01,4.03,4.33,1.17,1.43
Other Liabilities,0.63,0.71,0.8200000000000001,0.8,1.02,1.03,3.3,0.03,0.04,0.05,0.17,0.29,0.27
Total Liabilities,5.96,5.45,5.59,5.57,3.55,3.52,5.89,4.39,6.18,8.73,9.36,6.26,7.05
Fixed Assets,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,1.05,1.07
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,1.8,1.8,1.8,1.8,1.76,1.62,1.96,0.01,3.09,2.13,2.1,1.97,2.4
Other Assets,4.15,3.64,3.78,3.77,1.79,1.9,3.93,4.38,3.09,6.6,6.27,3.24,3.58
Total Assets,5.96,5.45,5.59,5.57,3.55,3.52,5.89,4.39,6.18,8.73,9.36,6.26,7.05
