,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-3.0,-2.73,-1.0,0.08
Cash from Investing Activity,0.77,4.74,0.78,-0.05
Cash from Financing Activity,2.25,-1.76,0.06,0.0
Net Cash Flow,0.01,0.24,-0.17,0.03
