,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Sales,0.18,0.26,0.45,0.58
Expenses,0.11,0.61,0.74,0.63
Operating Profit,0.07,-0.35,-0.29,-0.05
OPM %,38.89,-134.62,-64.44,-8.62
Other Income,0.0,0.04,0.03,0.0
Interest,0.0,0.0,0.0,0.0
Depreciation,0.04,0.07,0.03,0.02
Profit before tax,0.03,-0.38,-0.29,-0.07
Tax %,33.33,26.32,17.24,42.86
Net Profit,0.02,-0.29,-0.24,-0.04
EPS in Rs,0.12,-0.91,-0.75,-0.12
