,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.09,0.09,0.09,3.09,3.09,3.09,3.09,3.09,3.09,3.09,3.09,3.09,3.09
Reserves,0.73,0.68,0.68,0.6900000000000001,0.5,0.58,0.38,0.23,0.08,-0.02,-3.02,-7.46,-4.38
Borrowings,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,9.19,8.67,12.9
Other Liabilities,0.04,0.03,0.04,1.12,0.24,0.03,0.01,0.01,0.01,0.01,0.61,32.33,31.42
Total Liabilities,0.86,0.8,0.81,4.9,4.5600000000000005,3.7,3.48,3.33,3.18,3.08,9.87,36.63,43.03
Fixed Assets,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.05,14.05,19.2
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,0.61,0.62,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0
Other Assets,0.2,0.18,0.22,4.9,4.5600000000000005,3.7,3.48,3.33,3.18,3.08,5.08,22.58,23.83
Total Assets,0.86,0.8,0.81,4.9,4.5600000000000005,3.7,3.48,3.33,3.18,3.08,9.87,36.63,43.03
