,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,8,8,8,10,10,10,10,10,10,10,10,10,10
Reserves,65,103,128,238,236,249,284,397,444,533,625,800,847
Borrowings,134,191,195,103,268,273,173,138,377,312,317,258,295
Other Liabilities,138,181,189,136,306,268,521,498,572,660,855,1114,822
Total Liabilities,346,483,520,487,819,799,988,1044,1403,1514,1806,2181,1974
Fixed Assets,75,137,153,141,207,180,182,176,449,429,421,467,464
CWIP,0,2,0,1,1,2,0,1,1,1,9,9,10
Investments,0,0,0,0,0,14,13,14,13,16,17,20,21
Other Assets,271,344,367,345,611,603,792,853,939,1070,1359,1686,1479
Total Assets,346,483,520,487,819,799,988,1044,1403,1514,1806,2181,1974
