,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,36.36,36.37,36.41,36.84,37.69,37.71,39.75,39.75
FIIs,10.97,11.96,10.45,10.05,8.82,0.2,4.86,4.69
DIIs,12.56,9.18,9.57,9.14,5.86,0.0,0.03,0.1
Public,40.11,42.49,43.57,43.98,47.62,62.09,55.37,55.47
No. of Shareholders,44121.0,45499.0,45961.0,45187.0,42625.0,62306.0,60975.0,83318.0
