,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,124,124,124,124,124,124,115,115,115,115,115,115,115
Reserves,639,743,831,883,1013,959,907,924,926,1023,1143,1299,1449
Borrowings,19,0,0,0,0,25,0,0,0,4,11,312,11
Other Liabilities,4269,5079,5477,2994,3317,3458,3302,3152,4355,5656,6374,9057,9502
Total Liabilities,5051,5947,6432,4001,4454,4567,4323,4191,5395,6797,7643,10783,11076
Fixed Assets,175,278,363,366,344,358,389,302,304,340,501,508,503
CWIP,60,77,18,11,22,23,16,34,52,151,10,6,9
Investments,0,0,0,0,0,0,0,2,54,826,197,234,256
Other Assets,4815,5592,6052,3624,4088,4185,3918,3852,4986,5480,6936,10036,10308
Total Assets,5051,5947,6432,4001,4454,4567,4323,4191,5395,6797,7643,10783,11076
