,2022-03-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,66.34,66.34,66.34,66.34,66.34,66.34
Public,33.67,33.66,33.68,33.67,33.67,33.66
No. of Shareholders,493.0,464.0,534.0,595.0,637.0,731.0
