,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-0.93,1.45,0.5,0.29,0.05,0.2,0.87,-0.13,0.61,2.22
Cash from Investing Activity,-0.31,-0.06,-0.45,-0.06,0.0,0.0,0.0,0.06,0.04,0.03
Cash from Financing Activity,1.57,-1.18,-0.52,-0.14,-0.2,-0.22,-0.5,-0.02,-0.65,-0.1
Net Cash Flow,0.33,0.21,-0.47,0.09,-0.15,-0.02,0.38,-0.09,0.0,2.15
