,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,6.39,7.91,8.88,10.37,12.66,12.52,12.49,13.78,14.15,13.6,16.2,17.52,17.7
Expenses,5.89,8.1,8.94,9.62,11.16,11.91,12.3,13.26,13.48,12.23,15.71,17.39,15.91
Operating Profit,0.5,-0.19,-0.06,0.75,1.5,0.61,0.19,0.52,0.67,1.37,0.49,0.13,1.79
OPM %,7.82,-2.4,-0.68,7.23,11.85,4.87,1.52,3.77,4.73,10.07,3.02,0.74,10.11
Other Income,0.12,0.12,-2.02,0.14,0.19,0.14,0.3,0.17,0.11,0.08,0.14,0.11,0.14
Interest,1.34,1.25,1.17,1.13,1.11,0.85,0.24,0.22,0.21,0.26,0.29,0.31,0.31
Depreciation,1.05,1.14,0.99,1.09,1.11,1.15,1.11,1.18,1.19,1.23,1.22,1.24,1.25
Profit before tax,-1.77,-2.46,-4.24,-1.33,-0.53,-1.25,-0.86,-0.71,-0.62,-0.04,-0.88,-1.31,0.37
Tax %,3.39,23.98,25.24,25.56,24.53,24.8,24.42,25.35,25.81,25.0,25.0,25.19,24.32
Net Profit,-1.71,-1.87,-3.17,-0.99,-0.4,-0.93,-0.64,-0.53,-0.47,-0.03,-0.65,-0.98,0.28
EPS in Rs,-0.42,-0.46,-0.78,-0.24,-0.1,-0.23,-0.16,-0.13,-0.12,-0.01,-0.16,-0.24,0.07
