,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,59.57,49.55,40.62,60.84,60.4,38.46,52.31,26.09,81.9,59.02,50.97,69.91,59.81
Expenses,51.03,43.89,38.04,50.2,50.4,35.78,47.92,24.28,72.71,56.38,44.75,59.46,55.49
Operating Profit,8.54,5.66,2.58,10.64,10.0,2.68,4.39,1.81,9.19,2.64,6.22,10.45,4.32
OPM %,14.34,11.42,6.35,17.49,16.56,6.97,8.39,6.94,11.22,4.47,12.2,14.95,7.22
Other Income,2.04,2.59,1.53,1.76,2.52,1.31,2.19,1.54,6.41,3.48,0.31,2.1,2.6
Interest,0.13,0.17,0.02,0.29,0.16,0.21,0.31,0.25,0.34,0.79,0.8,0.89,0.63
Depreciation,1.42,1.64,1.69,1.74,1.72,1.64,1.56,1.54,1.46,1.44,1.44,1.58,1.75
Profit before tax,9.03,6.44,2.4,10.37,10.64,2.14,4.71,1.56,13.8,3.89,4.29,10.08,4.54
Tax %,28.57,15.99,24.58,25.75,25.85,41.59,15.71,28.21,28.62,36.5,47.09,30.46,46.48
Net Profit,6.45,5.41,1.81,7.7,7.89,1.25,3.97,1.12,9.85,2.47,2.27,7.01,2.43
EPS in Rs,11.26,9.44,3.3,13.49,13.88,2.34,7.0,2.03,17.18,4.94,4.31,13.02,6.1
