,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,3,3,33,33,33,33,33,33,33,33,33,33,33.0
Reserves,-6,-11,3,4,4,-4,-17,-28,-33,-41,-49,-54,-29.0
Preference Capital,25,25,7,7,7,0,7,7,28,28,28,28,
Borrowings,68,85,100,71,25,36,52,54,38,31,14,24,27.0
Other Liabilities,129,174,171,98,46,24,32,33,58,65,73,70,45.0
Total Liabilities,194,251,308,206,109,90,101,92,96,88,71,74,76.0
Fixed Assets,24,30,35,29,25,21,17,13,10,7,5,3,3.0
CWIP,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Investments,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Other Assets,170,221,272,177,84,69,84,78,86,81,67,70,74.0
Total Assets,194,251,308,206,109,90,101,92,96,88,71,74,76.0
