,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,1.68,1.68,2.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Expenses,1.85,1.86,1.98,0.04,0.05,0.05,0.04,0.03,0.06,0.02,0.05,0.07,0.12
Operating Profit,-0.17,-0.18,0.1,-0.04,-0.05,-0.05,-0.04,-0.03,-0.06,-0.02,-0.05,-0.07,-0.12
OPM %,-10.12,-10.71,4.81,,,,,,,,,,
Other Income,0.0,0.0,-1.23,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00
Interest,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Depreciation,0.14,0.14,0.11,0.06,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.03,0.07
Profit before tax,-0.31,-0.32,-1.24,-0.10,-0.05,-0.05,-0.04,-0.03,-0.07,-0.02,-0.07,-0.10,-0.19
Tax %,0.0,0.0,-1.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Net Profit,-0.31,-0.32,-1.26,-0.10,-0.05,-0.05,-0.04,-0.03,-0.06,-0.02,-0.07,-0.10,-0.19
EPS in Rs,-0.67,-0.69,-2.72,-0.22,-0.11,-0.11,-0.09,-0.06,-0.13,-0.04,-0.15,-0.22,-0.41
