,2018-05-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,446.11,86.98,382.89,4927.5,21535.00,
Inventory Days,,21.24,33.83,237.25,0.00,
Days Payable,,2.9,121.07,1441.75,,
Cash Conversion Cycle,446.11,105.33,295.65,3723.0,21535.00,
Working Capital Days,2798.33,901.53,2050.44,25823.75,101196.25,
ROCE %,,,-2.39,-2.54,-3.38,-2.07
