,2018-09-01,2019-03-01,2019-09-01,2020-03-01,2020-09-01,2021-03-01,2021-09-01,2022-03-01,2022-09-01,2023-03-01,2023-09-01
Promoters,60.84,60.84,60.84,60.84,60.84,60.84,60.84,60.84,60.84,60.84,42.53
Public,39.16,39.16,39.16,39.16,39.16,39.16,39.16,39.16,39.16,39.16,57.46
No. of Shareholders,263.0,245.0,204.0,204.0,207.0,214.0,221.0,226.0,242.0,241.0,320.0
