,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,60.84,60.84,60.84,60.84,60.84,42.53
Public,39.16,39.16,39.16,39.16,39.16,57.46
No. of Shareholders,245.0,204.0,214.0,226.0,241.0,320.0
