,2022-06-01,2022-09-01,2023-03-01,2023-06-01,2023-09-01
Sales,34,33,29,26.0,25.0
Expenses,11,15,17,13.0,9.0
Operating Profit,23,18,13,13.0,16.0
OPM %,67,54,43,51.0,63.0
Other Income,9,14,-7,2.0,103.0
Interest,5,12,12,3.0,2.0
Depreciation,5,6,4,4.0,4.0
Profit before tax,21,14,-11,8.0,112.0
Tax %,7,0,-25,22.0,30.0
Net Profit,19,14,-13,6.0,79.0
EPS in Rs,,,,0.25,3.2
