,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,1.58,-2.96,-0.16,1.96
Cash from Investing Activity,-0.72,-0.37,-0.01,-0.2
Cash from Financing Activity,-0.84,3.3,0.45,-1.67
Net Cash Flow,0.02,-0.03,0.28,0.09
