,2023-03-01,2023-09-01
Equity Capital,12.37,17.67
Reserves,1.32,9.87
Borrowings,39.93,38.18
Other Liabilities,8.96,9.56
Total Liabilities,62.58,75.28
Fixed Assets,0.8300000000000001,0.8300000000000001
CWIP,0.0,0.0
Investments,0.5700000000000001,0.0
Other Assets,61.18,74.45
Total Assets,62.58,75.28
