,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,-0.06,6.37,0.67,80.7,192.55,-4.42,-8.99,-3.92,-1.31,-3.60,-0.35,1.01,2.79
Expenses,0.55,0.55,0.8,70.39,158.6,15.82,0.63,0.57,0.51,0.48,7.36,3.77,0.48
Operating Profit,-0.61,5.82,-0.13,10.31,33.95,-20.24,-9.62,-4.49,-1.82,-4.08,-7.71,-2.76,2.31
OPM %,,91.37,-19.4,12.78,17.63,,,,,,,-273.27,82.8
Other Income,0.00,0.02,0.01,0.02,0.38,0.02,0.01,0.00,0.17,0.03,0.02,0.0,0.0
Interest,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0
Depreciation,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.02,0.02,0.01,0.01
Profit before tax,-0.64,5.81,-0.15,10.31,34.31,-20.24,-9.63,-4.50,-1.66,-4.07,-7.71,-2.77,2.3
Tax %,-23.44,-2.41,26.67,0.0,11.08,18.77,-0.93,0.00,0.00,0.00,-1.69,0.0,0.0
Net Profit,-0.78,5.95,-0.11,10.31,30.51,-16.44,-9.72,-4.50,-1.66,-4.06,-7.84,-2.77,2.3
EPS in Rs,-0.74,5.67,-0.1,9.82,29.06,-15.66,-9.26,-4.29,-1.58,-3.87,-7.47,-2.64,2.19
