,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,18500,12169,7339,322,-1997,1282,198,-2289,-181,940,0,0
Inventory Days,,,,,0,,,0,0,,8,594
Days Payable,,,,,,,,,,,0,302
Cash Conversion Cycle,18500,12169,7339,322,-1997,1282,198,-2289,-181,940,8,292
Working Capital Days,13620,5169,5665,139,1005,611,4,2390,158,850,5,160
ROCE %,-10,-6,-1,56,-15,14,14,-8,-84,20,54,-58
