,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,68.69,70.6,70.6,70.6,70.65,60.05,58.28,58.28
DIIs,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Public,31.3,29.39,29.39,29.39,29.34,39.94,41.71,41.72
No. of Shareholders,4144.0,4369.0,4306.0,4265.0,2774.0,3609.0,3821.0,3589.0
