,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,73.0,70,83,101,102,86,85,102,67,
Inventory Days,20.0,26,25,40,39,36,28,42,30,
Days Payable,15.0,25,30,30,21,43,53,74,32,
Cash Conversion Cycle,78.0,72,78,112,120,79,61,70,65,
Working Capital Days,83.0,80,92,115,127,83,70,103,87,
ROCE %,,11,9,10,11,13,6,5,4,
