,2023-03-01,2023-09-01
Equity Capital,12.82,12.82
Reserves,7.55,12.82
Borrowings,58.8,62.32
Other Liabilities,31.59,26.2
Total Liabilities,110.76,114.16
Fixed Assets,27.37,28.04
CWIP,0.0,0.0
Investments,0.93,0.93
Other Assets,82.46,85.19
Total Assets,110.76,114.16
