,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Expenses,0.50,0.51,-0.04,0.66,0.43,0.39,0.56,0.32,0.47,0.32,1.56,0.41,0.48
Operating Profit,-0.50,-0.51,0.04,-0.66,-0.43,-0.39,-0.56,-0.32,-0.47,-0.32,-1.56,-0.41,-0.48
OPM %,,,,,,,,,,,,,
Other Income,0.00,0.02,0.04,0.00,0.01,-0.01,0.01,0.00,0.00,0.01,0.17,0.01,0.02
Interest,2.01,2.01,1.97,2.02,2.07,2.07,2.05,2.10,2.23,2.39,2.49,2.64,2.67
Depreciation,0.07,0.08,0.13,0.07,0.07,0.07,0.08,0.06,0.07,0.07,0.06,0.07,0.06
Profit before tax,-2.58,-2.58,-2.02,-2.75,-2.56,-2.54,-2.68,-2.48,-2.77,-2.77,-3.94,-3.11,-3.19
Tax %,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Net Profit,-2.58,-2.58,-2.02,-2.74,-2.56,-2.54,-2.68,-2.48,-2.77,-2.77,-3.95,-3.10,-3.20
EPS in Rs,-0.56,-0.56,-0.44,-0.60,-0.56,-0.56,-0.59,-0.54,-0.61,-0.61,-0.86,-0.68,-0.70
