,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,3,7,12,9
Cash from Investing Activity,-1,-5,-7,-5
Cash from Financing Activity,-1,-1,-2,-3
Net Cash Flow,1,1,3,1
