,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,75.0,59,57,49
Inventory Days,84.0,62,78,89
Days Payable,82.0,79,56,31
Cash Conversion Cycle,76.0,43,78,108
Working Capital Days,76.0,36,58,89
ROCE %,,32,38,36
