,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,1.75,16.07,1.65,0.36,0.25,1.67,1.68,0.2,0.51,3.75,1.43,0.59,1.24
Expenses,1.65,16.25,1.13,0.39,0.23,2.58,2.26,0.32,0.73,3.09,2.33,0.56,1.27
Operating Profit,0.1,-0.18,0.52,-0.03,0.02,-0.91,-0.58,-0.12,-0.22,0.66,-0.9,0.03,-0.03
OPM %,5.71,-1.12,31.52,-8.33,8.0,-54.49,-34.52,-60.0,-43.14,17.6,-62.94,5.08,-2.42
Other Income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.08,0.0,0.01,0.0,0.0
Interest,0.04,0.08,0.07,0.05,0.01,0.04,0.07,0.06,0.04,0.01,0.02,0.01,0.02
Depreciation,0.02,0.01,0.01,0.01,0.0,0.01,0.06,0.01,0.01,0.01,0.01,0.01,0.01
Profit before tax,0.04,-0.27,0.44,-0.09,0.01,-0.96,-0.71,-0.05,-0.19,0.64,-0.92,0.01,-0.06
Tax %,25.0,25.93,25.0,22.22,0.0,26.04,25.35,0.0,0.0,15.62,0.0,0.0,0.0
Net Profit,0.04,-0.2,0.33,-0.07,0.01,-0.71,-0.52,-0.05,-0.18,0.53,-0.92,0.01,-0.05
EPS in Rs,0.18,-0.91,1.5,-0.32,0.05,-3.23,-2.37,-0.23,-0.82,2.41,-4.19,0.05,-0.23
