,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,4.9,4.9,4.9,4.9,4.9,0.0,0.0,0.0
DIIs,6.42,6.42,6.42,6.42,6.42,5.8,5.45,5.45
Public,88.68,88.68,88.68,88.68,88.68,94.2,94.55,94.55
No. of Shareholders,48696.0,48644.0,48475.0,48451.0,48421.0,51286.0,51461.0,51442.0
