,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,23.57,25.7,32.26,33.26,30.11,73.68,28.69,29.93,17.86
Inventory Days,141.52,96.39,0.00,259.49,249.04,383.81,163.31,269.78,272.34
Days Payable,21.69,6.12,,137.82,74.45,278.67,92.82,61.89,2.26
Cash Conversion Cycle,143.4,115.98,32.26,154.92,204.71,178.82,99.18,237.82,287.94
Working Capital Days,124.76,107.2,-11.71,149.04,170.3,226.44,102.81,201.04,284.63
ROCE %,,3.61,3.08,0.41,0.69,-0.7,-7.5,1.6,-8.25
