,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,2.0,0.26,0.51,0.00,0.05,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01
Expenses,1.54,0.17,0.21,0.02,0.08,0.01,0.12,0.35,0.01,0.06,1.49,0.56,8.18
Operating Profit,0.46,0.09,0.3,-0.02,-0.03,0.0,-0.12,-0.35,-0.01,-0.06,-1.49,-0.56,-8.17
OPM %,23.0,34.62,58.82,,-60.0,0.0,,,,,,,-81700.0
Other Income,0.02,0.06,0.07,0.03,0.0,0.02,0.01,0.00,0.00,0.00,0.00,-0.75,0.0
Interest,0.0,0.0,0.0,0.00,0.0,0.0,0.00,0.00,0.00,0.00,0.04,0.00,0.15
Depreciation,0.05,0.05,0.05,0.00,0.0,0.0,0.21,0.20,0.20,0.05,0.00,0.00,0.0
Profit before tax,0.43,0.1,0.32,0.01,-0.03,0.02,-0.32,-0.55,-0.21,-0.11,-1.53,-1.31,-8.32
Tax %,23.26,20.0,25.0,0.00,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.0
Net Profit,0.33,0.07,0.23,0.00,-0.03,0.02,-0.32,-0.55,-0.20,-0.10,-1.53,-1.31,-8.32
EPS in Rs,0.32,0.07,0.22,0.00,-0.03,0.02,-0.31,-0.54,-0.19,-0.10,-1.49,-1.28,-8.1
