,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,60.93,90.23,118.05,77.39,148.84,156.96,173.39,162.17,167.19,156.14,175.45,139.58,141.97
Expenses,57.93,81.39,110.24,74.5,140.98,145.53,160.59,154.01,160.17,146.5,160.62,134.69,132.95
Operating Profit,3.0,8.84,7.81,2.89,7.86,11.43,12.8,8.16,7.02,9.64,14.83,4.89,9.02
OPM %,4.92,9.8,6.62,3.73,5.28,7.28,7.38,5.03,4.2,6.17,8.45,3.5,6.35
Other Income,0.63,0.66,0.69,1.0,0.83,0.74,0.85,0.64,5.09,9.19,0.82,0.76,0.75
Interest,1.79,1.59,1.74,2.27,2.44,2.45,2.78,2.8,3.38,3.12,2.94,2.61,2.23
Depreciation,1.27,1.28,1.25,1.26,1.28,1.29,1.29,1.28,1.32,1.31,1.29,1.36,1.38
Profit before tax,0.57,6.63,5.51,0.36,4.97,8.43,9.58,4.72,7.41,14.4,11.42,1.68,6.16
Tax %,36.84,34.54,32.3,22.22,25.75,24.32,24.01,25.85,22.94,28.68,25.22,29.17,24.68
Net Profit,0.36,4.34,3.73,0.28,3.69,6.38,7.28,3.5,5.71,10.27,8.54,1.19,4.64
EPS in Rs,0.35,4.2,3.61,0.27,3.57,6.18,7.05,3.39,5.53,9.95,8.27,1.15,4.49
