,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,5,2,3,5,15,5,-30,-27,56,-14,-21,41
Cash from Investing Activity,-1,-1,0,-3,0,-24,-28,-28,-5,0,-3,10
Cash from Financing Activity,2,-2,-2,-2,-7,7,58,54,-54,16,23,-51
Net Cash Flow,5,-1,0,0,8,-11,0,0,-3,1,-1,0
