,2007-03-01,2008-03-01,2011-03-01,2012-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,,,,72,324,316,123,181,153,337,395
Cash from Investing Activity,,,,-22,-242,-233,-26,-102,-57,-60,-93
Cash from Financing Activity,,,,-35,-65,-44,-123,-84,-104,-215,-267
Net Cash Flow,,,,16,16,39,-26,-5,-8,62,36
