,2021-03-01,2022-03-01,2023-03-01,2023-09-01
FIIs,28.36,6.49,6.06,4.94
DIIs,62.69,83.26,60.26,61.69
Public,8.95,10.25,33.68,33.36
No. of Shareholders,217467.0,175820.0,160538.0,155918.0
