,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,27.59,27.59,27.59,27.59,27.59,26.4,26.4,26.4
Public,72.41,72.41,72.41,72.41,72.41,73.6,73.6,73.6
No. of Shareholders,2999.0,3123.0,2779.0,2660.0,3556.0,264384.0,233946.0,227969.0
