,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.00,0.00,0.0,0.0,0.0,0.04,0.1,0.19,0.75,1.34,1.42,1.6,1.82
Expenses,0.02,0.10,0.0,0.0,0.0,0.03,0.09,0.18,1.1,0.95,1.04,1.22,1.40
Operating Profit,-0.02,-0.10,0.0,0.0,0.0,0.01,0.01,0.01,-0.35,0.39,0.38,0.38,0.42
OPM %,,,,,,25.0,10.0,5.26,-46.67,29.1,26.76,23.75,23.08
Other Income,0.00,0.00,0.0,0.0,0.0,0.0,0.02,0.01,0.36,0.22,0.1,0.05,0.04
Interest,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
Depreciation,0.05,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
Profit before tax,-0.07,-0.10,0.0,0.0,0.0,0.01,0.03,0.02,0.01,0.61,0.48,0.43,0.46
Tax %,0.00,0.00,,,,0.0,33.33,0.0,0.0,0.0,0.0,0.0,
Net Profit,-0.06,-0.10,0.0,0.0,0.0,0.01,0.02,0.01,0.01,0.61,0.48,0.43,0.46
EPS in Rs,-0.12,-0.21,0.0,0.0,0.0,0.02,0.04,0.02,0.02,1.26,0.99,0.48,0.61
