,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,,36,205,-278
Cash from Investing Activity,,-26,54,8
Cash from Financing Activity,,97,-269,673
Net Cash Flow,,107,-10,403
