,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,46.0,66,2,7
Inventory Days,,,,
Days Payable,,,,
Cash Conversion Cycle,46.0,66,2,7
Working Capital Days,781.0,2003,109,190
ROCE %,,-2,-7,1
