,2016-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,4.33,7.58,10.83,10.83
Reserves,0.15,0.71,2.47,2.87
Borrowings,0.03,3.69,1.46,2.38
Other Liabilities,4.83,5.85,7.54,14.69
Total Liabilities,9.34,17.83,22.3,30.77
Fixed Assets,0.25,3.51,5.75,10.31
CWIP,0.0,0.02,1.58,4.37
Investments,2.5,0.19,0.2,0.24
Other Assets,6.59,14.11,14.77,15.85
Total Assets,9.34,17.83,22.3,30.77
